sex,race,juv_fel_count,priors_count,juv_other_count,juv_misd_count,c_charge_degree,age,expert prediction,machine prediction,ground truth,proba_model,did_recid,provider,idx
-0.4902877,-2.7918591,-0.48836982,-0.916253,-0.7858022,-0.84451467,-1.796341,-2.27441,0,0,0,0.7862297971672112,0,H,183
-0.4904311,-2.787538,-0.48818842,-0.80175316,-0.78546363,-0.8441236,-1.7950938,-2.2776701,0,0,0,0.7112253275089484,0,H,184
-0.4905744,-2.112024,-0.48800713,-0.763444,-0.78512543,-0.84373295,-3.6291542,-2.1155612,1,0,1,0.6634387424007177,1,H,185
-0.49071756,-2.7810476,-0.487826,-0.8393877,2.1844866,-0.8433427,-2.7052195,-2.2332919,1,0,1,0.6158107128458111,1,H,186
-0.4908605,-2.1065714,-0.48764494,-0.6486789,-0.78591126,-0.8429529,-1.7850863,-2.310704,0,0,0,0.5738604395871352,0,H,187
-0.49100327,-2.1047513,-0.487464,-0.38208517,-0.7855731,-0.8425634,-0.8669154,-2.2967553,1,0,1,0.5720097590225788,1,H,188
-0.49114594,-2.1029363,-0.4872833,-0.8391332,-0.78523517,-0.84217423,-1.78423,-2.1407363,0,0,0,0.7405764136228264,0,H,189
-0.49128842,-2.1011262,-0.48710263,-0.8769468,-0.78489757,-0.8417855,-2.6984925,-2.246652,0,0,0,0.7285740023458374,0,H,190
-0.49143064,-3.4354858,-0.48692212,-0.57188785,-0.7845603,-0.84139717,-1.7798345,-2.2499669,0,1,0,0.5223798527768949,0,H,191
-0.49157286,-2.761379,-0.48674175,-0.914712,-0.78422344,-0.84100926,-3.6042967,-2.3383842,1,0,1,0.6872093158320443,1,H,192
-5.3970447,-2.090334,-0.48656148,-0.7619647,-0.7838868,-0.84062165,-1.7731677,-2.2166471,0,0,0,0.7822222034682376,0,H,193
-0.4864079,-2.0885565,-0.48638135,-0.79987085,-0.78355044,10.550729,-1.7719668,-2.3050559,1,1,1,0.7862163652469151,1,H,194
-0.4865504,-2.0867844,-0.48620138,-0.7615054,-0.7832145,-0.8290801,-1.7707684,-2.3421407,0,0,0,0.6993878584873625,0,H,195
-0.4866927,-2.7508633,-0.4860215,-0.72315526,-0.7828788,-0.82870173,-1.7695725,-2.2093148,0,0,1,0.7972662678884289,0,H,196
-0.4868349,-2.0815134,-0.48584172,-0.91368765,-0.7825435,-0.8283237,-1.7683793,-2.144907,1,0,1,0.6968352427088537,1,H,197
-0.4869769,-3.408108,-0.48566213,-0.913343,-0.7822083,-0.82794607,-1.7671883,-2.3292973,1,0,1,0.5549668059647358,1,H,198
-0.48711875,-2.0744452,-0.48548263,-0.6077783,-0.78187364,-0.82756877,-1.766,-2.2871597,1,0,1,0.5168568704953469,1,H,199
-0.48726043,-2.0727093,-0.48530325,-0.41700903,-0.78153914,-0.8271918,-1.7648141,-2.2451742,0,1,1,0.6127530565633886,0,H,200
-5.37563,-2.7339272,-0.48512405,-0.64596653,-0.78120506,10.316778,-2.6743305,-2.3217595,0,1,0,0.6509083905664191,1,H,201
-0.48216215,-2.7298737,-0.4849449,-0.53137964,-0.7808713,-0.8165593,-2.6703763,-2.2684479,0,0,0,0.5778803197895033,0,H,202
-0.48230416,-3.3861687,-0.48476595,-0.79849464,-0.7805377,-0.8161907,-1.7574643,-2.2434897,1,0,1,0.7257035303582374,1,H,203
-0.482446,-2.0588968,-0.48458707,-0.8745986,-0.7802045,-0.8158226,-3.5708332,-2.3311856,0,1,0,0.5043298722736786,0,H,204
-0.4825877,-3.3761284,-0.48440835,-0.87429684,-0.7798715,4.729486,-2.6575968,-2.2723174,0,1,0,0.7366977838821839,1,H,205
-0.48272923,-2.7109506,-0.48422974,-0.797629,5.152431,-0.81554073,-1.7479632,-2.3092167,1,1,1,0.6462269952023981,1,H,206
-0.48287055,-2.0486712,-0.48405123,-0.7591943,-0.7790526,-0.8151735,-1.746812,-2.2448726,0,0,0,0.5817960156485015,0,H,207
-0.4830118,-2.0470004,-0.4838729,-0.87360173,-0.778721,-0.8148065,-1.7456634,-2.2200577,0,0,0,0.7839189001040986,0,H,208
-0.4831529,-2.7030294,-0.4836946,-0.91150177,-0.7783896,-0.8144401,-2.6497688,-2.279508,1,0,1,0.7432153030986481,1,H,209
-0.48329377,-4.0081725,-0.4835165,-0.9111598,-0.7780584,-0.81407374,-3.5473201,-2.226571,0,0,0,0.5512257038503823,0,H,210
-5.3576455,-2.689996,-0.48333856,-0.9108182,-0.7777276,-0.81370795,-1.7363147,-2.0898252,0,0,0,0.8608106568331572,0,H,211
-0.478258,-3.9897068,-0.4831607,-0.8340449,-0.7773971,-0.81334233,-1.7351859,-2.2447078,1,0,1,0.7461564333422748,1,H,212
-5.3278384,-2.6771362,-0.48298296,-0.91022927,-0.7770669,-0.8129772,-1.7340592,-2.1416416,0,0,0,0.8686695550072134,0,H,213
-0.47329274,-4.6159754,-0.48280534,-0.718714,-0.77673703,-0.81261235,-1.7329353,-2.145202,0,1,1,0.5000419307615823,0,H,214
-0.4734344,-2.013122,-0.4826279,-0.5655464,-0.7764074,-0.8122478,-1.7318132,-2.2716663,0,0,1,0.7052353103768119,0,H,215
-0.47357583,-2.659386,-0.4824505,-0.8715088,-0.77607816,4.7212925,-1.7306935,-2.2971334,1,1,1,0.674494779765004,1,H,216
-5.3015485,-2.0083487,-0.48227325,-0.83295596,-0.77574915,-0.81198597,-1.729576,-2.1774437,0,0,0,0.8771310903497098,0,H,217
-0.46867684,-2.6537821,-0.48209614,-0.8709552,-0.7754205,-0.8116224,-2.6296065,-2.2700977,0,0,0,0.7379339151035872,0,H,218
-0.46881866,-2.6500685,-0.48191917,-0.7941138,-0.7750921,-0.8112591,-1.7255163,-2.2398038,0,0,1,0.7768407625319632,0,H,219
-5.2741814,-2.0004516,-0.4817423,-0.87044364,-0.77476406,-0.8108963,-1.7244089,-2.1205034,0,0,0,0.9007791207120294,0,H,220
-0.46398535,-3.2888722,-0.4815655,-0.83186066,-0.77443635,-0.81053364,-2.623329,-2.268804,1,0,1,0.7381952253614065,1,H,221
-0.46412745,-2.638591,-0.48138893,-0.6783907,-0.7741088,-0.81017154,-1.7203802,-2.2051945,0,0,0,0.7802143173642394,0,H,222
-0.46426925,-1.9909817,-0.48121244,-0.7548628,-0.77378166,-0.80980957,-1.7192824,-2.2474391,1,0,1,0.7536642741581124,1,H,223
-0.46441102,-1.9894485,-0.48103607,-0.83129966,-0.7734548,-0.80944806,-1.718187,-2.256189,0,0,0,0.6097113099502159,0,H,224
-0.4645526,-1.987919,-0.4808598,-0.8693609,-0.77312815,-0.80908686,-1.7170938,-2.2426975,0,0,0,0.6914103411616347,0,H,225
-0.46469408,-1.9863933,-0.48068368,-0.79240006,2.2031574,-0.808726,-1.7160027,-2.2292547,0,1,0,0.6400045265448714,0,H,226
-0.46483535,-2.6277094,-0.4805077,-0.8305129,-0.7739135,-0.8083655,-2.6133862,-2.2158585,0,0,0,0.6780181835962265,0,H,227
-0.4649765,-1.9817934,-0.4803318,-0.5617777,-0.77358687,-0.80800533,-1.7120243,-2.1304314,0,0,1,0.7135607677444366,0,H,228
-5.2562933,-2.622318,-0.48015606,-0.90693235,-0.77326065,-0.8076456,-3.5030737,-2.217079,0,0,0,0.8438681119490355,0,H,229
-0.4602005,-1.977223,-0.4799804,-0.7531601,-0.7729347,-0.807286,-0.8095559,-2.2535696,1,0,1,0.7221337782017594,1,H,230
-0.4603419,-2.616963,-0.4798049,-0.8297044,2.2036543,-0.8069269,-1.7063525,-2.245654,0,1,0,0.6725234937698942,0,H,231
-0.4604831,-2.6134036,-0.4796295,-0.8678202,-0.7737183,-0.8065681,-0.8091736,-2.1050403,0,0,0,0.6094440957553446,0,H,232
-0.46062416,-2.6098592,-0.47945425,-0.9059015,-0.7733924,-0.8062097,-2.6006732,-2.2744086,0,0,0,0.6604767695370487,0,H,233
-0.4607651,-1.9666351,-0.4792791,-0.29168138,-0.77306676,-0.8058515,-1.7028253,-2.1891437,1,0,1,0.7152562756884836,1,H,234
-0.46090594,-3.2427688,-0.47910404,-0.7905765,-0.7727414,-0.80549365,-1.701761,-2.220077,1,0,1,0.6149204556475112,1,H,235
-0.46104652,-2.5988977,-0.47892916,-0.59846294,-0.7724164,-0.80513626,-2.5946357,-2.052361,0,0,0,0.666426515096359,0,H,236
-0.46118698,-3.2320108,-0.47875437,-0.82867295,-0.77209157,-0.80477905,-1.6978688,-2.0341308,1,0,1,0.5733495552557438,1,H,237
-0.46132728,-2.5897782,-0.47857973,-0.86679906,-0.7717672,-0.80442226,-1.6968137,-2.1920202,0,0,0,0.5390502618758537,0,H,238
-0.46146753,-2.5863276,-0.47840518,-0.7513163,-0.771443,-0.8040658,-2.588649,-2.2063336,1,0,1,0.6889814238223189,1,H,239
-0.46160755,-2.5828905,27.619253,-0.29059198,-0.7711191,-0.8037098,-1.69295,-2.1381142,1,1,1,0.6067102959881265,1,H,240
-0.46174738,-2.579467,-0.4167563,-0.7513096,-0.7707955,-0.8033539,-0.79898244,-2.2240117,0,0,0,0.5961472319987593,0,H,241
-5.2447104,-1.9412816,-0.41661003,-0.86627805,-0.7704723,-0.80299854,-3.4731107,-2.166802,0,0,0,0.7830332693664528,0,H,242
-0.45702285,-2.5743837,-0.41646394,-0.5971959,-0.7701493,-0.80264336,-1.6874486,-2.120758,0,0,0,0.7091843612580923,0,H,243
-0.45716307,-3.2038243,-0.4163179,-0.9043388,-0.76982665,-0.8022886,-2.5760841,-2.0858502,0,0,0,0.5893863952788527,0,H,244
-0.45730302,-3.1972916,-0.41617197,-0.82720345,-0.76950425,-0.8019341,-1.6836399,-2.1333222,0,0,0,0.6492440659953961,0,H,245
-0.45744285,-1.9281099,-0.41602615,-0.7501074,-0.7691821,-0.80158,-1.6826105,-2.224482,1,0,1,0.6852840012141819,1,H,246
-5.221391,-1.9267203,-0.41588038,-0.90360427,-0.7688603,-0.8012262,0.09656772,-2.194808,0,0,0,0.9008651118631941,0,H,247
-5.1924896,-2.556778,-0.41573474,-0.71112025,-0.7685388,-0.80087274,-1.6831,-2.1378567,0,0,0,0.9148772003833189,0,H,248
-0.44803426,-1.9224868,-0.4155892,-0.6340524,8.065422,4.750685,-1.6820723,-2.1686618,1,1,1,0.8184608458264605,1,H,249
-0.44817483,-2.5518348,-0.41544375,-0.6723828,-0.7633382,-0.80063534,-1.6810465,-2.0626094,1,0,1,0.7084311093168782,1,H,250
-5.167,-1.9182792,-0.4152984,-0.6337678,-0.76302075,4.7271624,-1.6800227,-2.1810598,1,1,1,0.5208146313227016,1,H,251
-0.44363022,-1.9169116,-0.41515312,-0.9029408,-0.7627035,-0.80041486,-2.566352,-2.086012,0,0,0,0.6416304568905804,0,H,252
-0.44377097,-1.9155473,-0.41500792,-0.90260875,-0.76238656,-0.8000627,-1.676261,-1.9859487,0,0,0,0.6560896544283719,0,H,253
-0.44391176,-2.5437138,-0.41486287,-0.63292515,-0.76206994,-0.79971087,-1.6752456,-2.1861258,0,0,0,0.7241266299605061,0,H,254
-0.4440523,-2.5404453,-0.41471788,-0.5943161,-0.7617536,-0.79935944,-1.6742324,-2.0640454,0,0,0,0.816784265689465,0,H,255
-0.44419277,-2.5371892,-0.414573,-0.6712168,5.0971627,-0.79900825,-1.6732211,-2.1983938,0,1,0,0.661601237981099,0,H,256
-5.1463456,-2.5339453,-0.4144282,-0.36321402,-0.76107776,-0.7986574,-2.5583248,-2.1199744,0,0,0,0.7541833383344698,0,H,257
-5.118635,-3.157237,-0.4142835,-0.90217525,-0.76076245,-0.79830694,-1.6694981,-2.199603,1,0,1,0.8828702506236927,1,H,258
-0.4351282,-2.5254624,-0.4141389,-0.7863743,2.1663623,-0.7979568,-1.6684954,-2.1973834,0,0,0,0.5681057419380768,1,H,259
-0.43526933,-1.8960352,-0.41399446,-0.1325324,-0.7615474,-0.7976069,-1.6674943,-2.1788764,1,0,1,0.617050271332136,1,H,260
-0.4354103,-3.1455574,-0.41385004,-0.82485026,2.1637988,-0.79725736,-2.551513,-2.1495736,0,0,0,0.5356155359409547,1,H,261
-0.4355511,-1.8905141,-0.41370568,-0.8630454,-0.7623306,-0.7969082,-1.6638031,-2.0877872,0,0,0,0.725041537495988,0,H,262
-0.4356917,-3.1376114,-0.41356146,-0.8627559,-0.76201504,-0.7965593,-2.546982,-2.1510122,0,0,0,0.6480527900528592,0,H,263
-0.43583226,-1.885035,-0.41341734,-0.324178,-0.76169974,-0.7962108,-0.77580196,-2.1706347,0,1,0,0.544356826082102,1,H,264
-0.4359727,-3.7500548,-0.41327333,-0.74722874,-0.7613847,-0.79586244,-1.6605356,-2.05467,0,0,0,0.7219101060098608,0,H,265
-5.101642,-1.8781018,-0.4131294,-0.9008501,-0.7610699,-0.7955146,-2.542741,-2.1774752,1,0,1,0.8460297670818655,1,H,266
-0.43158898,-2.4983213,-0.4129855,-0.63128626,-0.7607554,-0.79516697,-2.5393567,-2.1482599,0,0,0,0.703781397689962,0,H,267
-0.43172958,-2.4952223,-0.4128418,-0.4773274,-0.76044124,-0.7948196,-1.654229,-2.0812497,1,0,1,0.7325668304643385,1,H,268
-0.43187,-2.4921348,-0.4126981,-0.8620397,-0.7601273,-0.7944727,-2.5348973,-2.1280642,0,0,0,0.7323701339306529,0,H,269
-0.43201032,-1.8688489,-0.41255453,-0.9002174,10.651919,-0.79412603,-0.768812,-2.1909246,0,1,0,0.6198053493484089,0,H,270
-0.4321504,-1.8675865,-0.41241103,-0.8614191,-0.7486436,-0.79377973,-1.6510173,-2.0914834,1,0,1,0.7153485370333758,1,H,271
-0.43229043,-1.8663267,5.2178106,-0.82264864,-0.74833757,-0.7934337,-1.6500475,-2.1651893,0,1,0,0.5243329692277259,1,H,272
-0.43243033,-2.4846263,-0.41384158,-0.78389907,-0.74803185,-0.793088,-2.5296543,-2.1306956,0,0,0,0.6742805315280598,0,H,273
-0.43257,-1.8624457,-0.41369784,-0.39873612,-0.74772644,-0.7927426,-2.5263233,-2.1502628,0,0,1,0.5887075805827577,0,H,274
-0.43270954,-2.4801152,-0.41355422,-0.36048973,-0.7474213,-0.7923975,-1.643839,-2.137412,1,0,1,0.5156884116415876,1,H,275
-0.4328489,-1.8585869,-0.4134107,-0.822371,-0.7471164,-0.79205287,-1.6428814,-2.0114183,0,0,0,0.5998334871450403,0,H,276
-0.43298823,-2.4756308,-0.41326725,-0.47573978,-0.7468118,-0.7917084,-1.6419256,-2.1120796,0,1,0,0.5121624970377903,0,H,277
-5.0907826,-1.8547497,-0.4131239,-0.89911896,-0.74650735,-0.79136425,-3.3959527,-2.1800854,0,0,0,0.6806219565525395,0,H,278
-5.064037,-1.8535169,-0.41298068,-0.7833272,-0.74620324,-0.7910205,-1.6364553,-2.1348984,1,0,0,0.7779634148063127,1,H,279
-0.42422363,-2.4697318,-0.41283754,-0.8985976,-0.74589944,-0.790677,-1.6355102,-2.0360808,1,0,1,0.5801100788265549,1,H,280
-0.4243636,-1.8497088,-0.41269445,-0.744255,-0.7455959,-0.7903338,-0.7569889,-2.136446,1,0,1,0.6285790120841026,1,H,281
-5.0405917,-2.4653094,-0.4125515,-0.8596097,-0.7452926,-0.7899909,-3.3854907,-2.123676,0,0,0,0.7444949600093191,0,H,282
-0.4201292,-1.8459221,-0.41240862,-0.8208047,-0.7449895,-0.78964835,-2.505216,-1.9820998,0,0,0,0.6621682582598301,0,H,283
-0.4202693,-3.6891208,-0.4122658,-0.8976022,-0.7446867,-0.7893061,-2.5019798,-1.921607,0,0,0,0.6304859380456378,0,H,284
-0.42040932,-3.0671737,-0.41212314,-0.8972766,-0.74438417,-0.7889642,-1.6254,-2.0165977,0,0,0,0.5673645464882316,0,H,285
-0.4205491,-1.8354568,-0.41198054,-0.89695144,-0.74408185,-0.78862256,-2.4977326,-2.0791566,0,0,0,0.7521618914459921,0,H,286
-0.42068887,-3.0598474,-0.41183802,-0.78100896,-0.7437799,-0.7882812,-2.494525,-2.0665781,1,0,1,0.7712799492843692,1,H,287
-5.0218477,-1.830388,-0.4116956,-0.7807874,-0.7434782,-0.7879402,-1.619415,-2.03798,0,0,0,0.742428413178426,0,H,288
-0.4165014,-3.6617339,-0.41155326,-0.89624214,-0.7431767,-0.78759956,-0.7458635,-1.9560215,0,0,0,0.662451935998069,0,H,289
-0.41664127,-1.8239688,-0.4114111,-0.664514,-0.7428755,-0.78725916,-1.6189108,-2.077402,1,0,1,0.6765344296057269,1,H,290
-0.41678095,-1.8227968,-0.4112689,-0.3174377,-0.7425746,-0.78691906,-0.7455848,-2.1075912,1,1,1,0.5191479353791233,1,H,291
-0.41692057,-1.8216275,-0.41112688,-0.81881857,-0.74227387,-0.7865793,-1.6184069,-2.0095217,1,0,1,0.5497785243184343,1,H,292
-0.41706008,-2.4303665,-0.41098493,-0.8571305,-0.7419735,-0.78623986,-1.6174926,-1.9971604,0,0,0,0.5137833665736327,0,H,293
-0.4171993,-1.8179958,-0.4108431,-0.5482649,-0.74167323,-0.7859007,-1.6165799,-1.9581897,0,1,0,0.5360139160483122,0,H,294
-5.004831,-1.8168359,-0.4107013,-0.8954061,-0.74137336,-0.78556186,-1.6156687,-2.1378632,0,0,0,0.7502402987268325,0,H,295
-0.4130569,-1.8156785,-0.4105596,-0.5864296,-0.7410737,-0.78522325,-3.354324,-1.9760368,1,0,1,0.6627890193309693,1,H,296
-4.9808536,-1.8145235,-0.410418,-0.74070996,-0.74077433,-0.784885,-1.6104114,-1.990409,0,0,0,0.7731835099382958,0,H,297
-4.9557734,-3.6355667,-0.4102765,-0.89490384,-0.7404753,-0.78454703,-2.4786818,-2.0473027,1,0,1,0.8134857414874672,1,H,298
-0.4047784,-1.8082525,-0.4101351,-0.12347206,-0.7401763,-0.78420943,-1.6070333,-1.9604245,0,1,0,0.5276489187457063,1,H,299
-0.40491858,-3.0198202,-0.40999383,-0.8175854,-0.73987776,-0.7838721,-1.6061378,-2.1130106,1,0,1,0.58219273405324,1,H,300
-0.40505856,-3.0143523,-0.40985256,-0.89443123,-0.7395795,-0.783535,-1.6052437,-2.137585,0,0,0,0.5699068750838282,0,H,301
-0.40519845,-1.799671,-0.40971145,-0.8555615,-0.73928136,4.7867665,-1.6043512,-2.13023,0,1,0,0.7194622761505999,1,H,302
-4.936781,-2.4034925,-0.4095704,-0.7781534,-0.73898345,-0.7833412,-3.337202,-1.9584941,0,0,0,0.6885805911748414,0,H,303
-0.40119737,-1.7961574,-0.40942943,-0.7393559,-0.73868597,-0.78300494,-3.3293169,-2.0470588,0,0,0,0.5937530050090283,0,H,304
-4.913766,-1.7950395,-0.4092886,-0.89349324,-0.7383886,-0.782669,-3.3214831,-2.0929646,0,0,0,0.7357013396421447,0,H,305
-4.889639,-1.7939241,-0.4091478,-0.8931723,-0.7380915,-0.7823334,-1.5907017,-2.064578,0,0,0,0.8091555514293736,0,H,306
-0.39319178,-2.9998536,-0.4090071,-0.8928519,-0.73779476,-0.781998,-0.7263688,-2.0680435,0,0,0,0.6595598641244151,0,H,307
-0.39333257,-1.7891538,-0.4088665,-0.8153519,-0.73749816,-0.78166294,-1.5902475,-2.0556202,0,0,0,0.7062056127901617,0,H,308
-0.39347315,-2.9930308,-0.40872604,-0.8923019,-0.73720187,-0.78132826,-2.4518728,-1.8635354,0,0,0,0.7318306978093525,0,H,309
-0.39361355,-1.7844162,15.722403,-0.23609602,-0.73690575,-0.78099376,-1.5869747,-2.025967,1,1,1,0.6631867822658785,1,H,310
-0.39375386,-1.7833208,-0.39813936,-0.6991976,-0.73661,-0.7806597,-1.586111,-1.9292151,1,0,1,0.6300343592266547,1,H,311
-0.393894,-1.7822276,-0.3980039,-0.54468256,-0.7363144,-0.7803257,-1.5852488,-2.0543675,0,0,0,0.5439883324870677,0,H,312
-0.39403397,-2.9833653,-0.3978686,-0.89195883,-0.7360192,-0.7799922,-2.4460237,-1.8786249,0,0,0,0.7422166131568393,0,H,313
-0.39417398,-1.7775382,-0.39773333,-0.8144615,-0.7357241,-0.7796589,-0.7202334,-2.066904,1,0,1,0.5954647032934998,1,H,314
-0.39431372,-4.7606034,-0.39759812,-0.8528167,-0.7354293,4.78168,-1.5824186,-2.1071672,1,1,0,0.6308733675779369,1,H,315
-0.39445332,-1.7689666,-0.397463,-0.5050461,-0.7351348,4.7565517,-0.719992,-2.0315683,1,1,1,0.5884246076166163,1,H,316
-0.39459282,-3.5532126,-0.39732802,-0.89115924,-0.7348405,-0.77965546,-1.5819788,-2.1034367,0,0,0,0.5929989725544889,0,H,317
-0.39473224,-1.7631098,-0.39719307,-0.89084107,-0.7345464,-0.77932316,-1.5811241,-1.9123223,0,0,0,0.6279286996490625,0,H,318
-0.39487138,-2.9503367,-0.39705825,-0.81329393,-0.7342527,4.735102,-1.5802704,-2.084182,0,1,0,0.7703981296554523,1,H,319
-0.3950105,-1.7585577,-0.39692354,-0.73578405,-0.7339592,-0.7791778,-2.43989,-2.0613074,0,0,0,0.6436208500398525,0,H,320
-0.39514953,-1.7575088,-0.39678884,-0.58101934,-0.7336659,-0.7788462,-1.5770516,-2.0647311,1,0,1,0.6463525282398721,1,H,321
-0.39528838,-1.7564619,-0.39665422,-0.58093464,-0.7333729,-0.77851486,-0.7156738,-1.8899069,1,0,1,0.5140231776675872,1,H,322
-0.39542705,-2.3487382,-0.39651972,-0.85145247,-0.7330801,-0.77818376,-1.5766215,-1.9095008,0,0,0,0.6141646795389688,0,H,323
-0.39556557,-2.3461623,-0.3963853,-0.8511751,-0.7327875,-0.7778531,-1.5757756,-1.9918227,0,0,0,0.6809178704830993,0,H,324
-0.39570397,-2.343595,-0.39625096,-0.85089815,-0.7324953,-0.77752256,-3.2914608,-2.0529788,1,0,1,0.6947243464175267,1,H,325
-4.8928504,-2.3410363,-0.3961167,-0.773274,-0.73220325,-0.7771924,-1.5708306,-1.9360968,0,0,0,0.8142278063813039,0,H,326
-0.39182135,-2.3384855,-0.39598256,-0.6183027,-0.7319114,-0.77686256,-1.5699936,-2.01825,0,0,1,0.6707946421400436,0,H,327
-4.870557,-1.744279,-0.3958485,-0.81167597,-0.73161983,-0.77653295,-0.7107766,-1.9851751,0,0,0,0.8334378553181234,0,H,328
-0.38798192,-2.3347604,-0.3957145,-0.8888234,-0.73132855,-0.7762037,-2.4271011,-1.9678671,0,0,0,0.642921888080194,0,H,329
-0.38812074,-1.7410531,-0.39558056,-0.8111092,-0.73103756,-0.7758747,-2.4241667,-1.867112,0,0,0,0.7110544353325692,0,H,330
-0.38825932,-1.7400365,-0.39544675,-0.7721508,5.022498,-0.77554595,-1.564922,-2.0640483,1,0,1,0.522982842911826,1,H,331
-0.38839787,-1.7390217,-0.395313,-0.11456025,-0.7305747,-0.77521753,-1.5640944,-2.0361495,0,0,1,0.6813121170697091,0,H,332
-0.3885363,-1.7380091,-0.39517936,-0.84952253,-0.73028445,-0.7748894,-2.4194567,-1.9301374,0,0,0,0.728601243582519,0,H,333
-0.38867462,-1.736998,-0.3950458,-0.07691408,-0.72999454,-0.7745616,-1.5609587,-1.9546934,0,0,0,0.7089659959606511,0,H,334
-0.38881275,-1.735989,-0.3949123,-0.6563345,4.994302,-0.774234,-3.2687235,-2.046892,0,1,0,0.638403095063336,1,H,335
-0.3889508,-2.9145117,-0.3947789,-0.849297,-0.7295564,-0.77390677,-0.7015824,-1.9982569,0,0,0,0.756649997554999,0,H,336
-0.38908863,-3.496325,-0.39464557,-0.84902203,-0.7292672,-0.7735798,-2.4102507,-2.03823,0,0,0,0.7566520692392221,0,H,337
-4.8598504,-1.7270659,-0.3945123,-0.8487473,-0.7289783,-0.7732531,-0.700423,-2.026067,0,0,0,0.7951220362199725,0,H,338
-4.8366466,-1.7260742,-0.39437917,-0.80983883,-0.72868955,-0.7729267,-2.4076803,-2.034736,0,0,1,0.8483183284555454,0,H,339
-0.38138443,-2.3127215,-0.39424607,-0.8868758,-0.7284011,-0.7726006,-1.5523974,-1.996603,0,0,0,0.7063208525708248,0,H,340
-0.38152283,-1.7229397,-0.39411312,-0.84792256,4.969998,4.745541,-3.2538683,-2.0468974,1,1,1,0.7104120084243746,1,H,341
-0.38166115,-2.3091283,-0.3939802,-0.8862953,-0.7279873,-0.7724736,-2.398308,-2.029536,1,0,1,0.7386231109469777,1,H,342
-0.38179928,-2.306682,-0.39384738,-0.8859825,-0.7276995,-0.77214813,-3.2431607,-2.043362,0,0,0,0.6878865032636213,0,H,343
-0.3819372,-1.717692,-0.39371467,-0.8083544,-0.72741205,-0.7718229,-0.6923157,-2.046766,0,0,0,0.6641032687409568,0,H,344
-0.382075,-2.3031201,5.0088735,-0.8467839,-0.72712487,-0.7714981,-0.69284785,-2.0553353,1,0,1,0.5351870775506907,1,H,345
-4.822159,-2.3006933,-0.3952032,-0.8465111,-0.7268379,-0.7711735,-2.390501,-1.9861774,1,0,1,0.8530089843246768,1,H,346
-0.37834945,-2.883153,-0.3950702,-0.84623873,-0.7265512,-0.7708492,-0.6917164,-2.0415132,0,0,0,0.6682455064856521,0,H,347
-0.37848747,-1.7092237,-0.39493725,-0.4590705,-0.72626466,-0.7705252,-1.5404702,-1.9724479,0,0,0,0.6623679354952688,0,H,348
-0.3786253,-1.7082636,-0.39480445,-0.6912342,-0.72597843,-0.7702016,-2.3871582,-1.9967293,0,0,0,0.6623636157581366,0,H,349
-4.8036795,-1.7073053,-0.39467168,-0.8458884,-0.72569245,-0.76987815,-0.6898556,-2.0157657,1,0,1,0.8098280463859192,1,H,350
-0.37493807,-1.7063484,-0.394539,-0.535938,10.405501,-0.769555,-0.69038445,-1.9830368,0,0,0,0.5725031634870017,0,H,351
-0.37507597,-1.7053933,-0.3944064,-0.8069029,-0.7157855,-0.76923215,-1.5382904,-2.0175984,1,0,1,0.7369209008192258,1,H,352
-0.37521377,-2.2887554,-0.39427394,-0.6904855,-0.715506,-0.7689095,-3.2283916,-1.9693865,1,0,1,0.7163242879606827,1,H,353
-4.785443,-1.7023593,-0.39414144,-0.8839865,-0.71522677,-0.7685873,-2.3786328,-2.0246122,0,0,0,0.6765031175048903,0,H,354
-0.37156388,-1.7014112,-0.39400908,-0.57377434,-0.71494764,-0.7682652,-1.5314301,-1.9867489,0,0,0,0.6212185906699191,0,H,355
-0.37170175,-2.867029,-0.39387682,-0.88365495,-0.71466887,-0.7679435,-2.375044,-1.8303385,0,0,0,0.7712598631211218,0,H,356
-0.37183955,-1.6972599,-0.39374465,-0.3023707,2.0660768,-0.767622,-1.5284594,-1.9012674,1,0,1,0.5823329593445772,1,H,357
-0.37197727,-2.2791739,-0.3936126,-0.76725835,-0.7154588,-0.7673008,-2.3714738,-1.9307632,0,0,0,0.7445013739534205,0,H,358
-0.37211478,-2.858492,-0.39348057,-0.8445233,-0.71518,-0.7669799,-1.5255026,-1.8262691,0,0,0,0.7692063902765448,0,H,359
-0.37225223,-2.272916,-0.39334863,-0.61176664,-0.71490127,-0.7666592,-1.5247344,-1.9279771,0,0,0,0.7237808063313512,0,H,360
-0.37238944,-4.006526,-0.39321676,-0.84419674,-0.7146229,-0.76633894,-2.367107,-1.8184817,0,0,0,0.7537147863796683,0,H,361
-0.37252662,-1.6836306,-0.39308497,-0.8439267,-0.7143448,-0.7660188,-2.3643866,-2.028022,0,0,0,0.682970035193077,0,H,362
-0.3726636,-3.4161646,-0.39295334,-0.76612467,-0.71406686,-0.765699,-2.3616753,-1.9543628,0,0,0,0.8013927241196644,0,H,363
-0.37280044,-1.678476,5.0118694,-0.80469376,-0.7137891,-0.76537955,-0.6753106,-2.009302,0,1,0,0.5497037223295504,1,H,364
-0.37293723,-1.6775675,-0.39443234,-0.84323883,-0.71351165,-0.76506025,-0.67583895,-1.9973464,1,0,1,0.7233414093221355,1,H,365
